"SY","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","TOTAL_CNT","PK_CNT","K_CNT","G1_CNT","G2_CNT","G3_CNT","G4_CNT","G5_CNT","G6_CNT","G7_CNT","G8_CNT","G9_CNT","G10_CNT","G11_CNT","G12_CNT","SP_CNT","AIAN_PCT","AS_PCT","BAA_PCT","HL_PCT","MNHL_PCT","NHPI_PCT","WH_PCT","FE_PCT","MA_PCT","NB_PCT","EL_CNT","EL_PCT","FLNE_CNT","FLNE_PCT","HN_CNT","HN_PCT","LI_CNT","LI_PCT","ECD_CNT","ECD_PCT","SWD_CNT","SWD_PCT"
"2020","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","25","0","0","0","0","9","8","8","0","0","0","0","0","0","0","0","0%","0%","40%","48%","0%","0%","12%","56%","44%","0%","25","100%","25","100%","25","100%",,,"23","92%","2","8%"
"2020","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","51","0","0","0","0","0","0","0","0","0","0","24","27","0","0","0","0%","3.9%","5.9%","88.2%","0%","0%","2%","19.6%","80.4%","0%","51","100%","51","100%","51","100%",,,"30","58.8%","0","0%"
"2020","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","52","0","0","2","8","13","10","19","0","0","0","0","0","0","0","0","0%","0%","19.2%","71.2%","0%","0%","9.6%","13.5%","86.5%","0%","8","15.4%","9","17.3%","52","100%",,,"47","90.4%","52","100%"
"2020","02810000","Springfield","02810550","Springfield Public Day High School","School","78","0","0","0","0","0","0","0","0","0","0","35","21","11","10","1","0%","0%","20.5%","70.5%","0%","0%","9%","19.2%","80.8%","0%","11","14.1%","20","25.6%","78","100%",,,"76","97.4%","78","100%"
"2020","02810000","Springfield","02810345","Springfield Public Day Middle School","School","47","0","0","0","0","0","0","0","14","19","14","0","0","0","0","0","0%","0%","23.4%","66%","4.3%","0%","6.4%","14.9%","85.1%","0%","3","6.4%","4","8.5%","47","100%",,,"44","93.6%","47","100%"
"2020","02810000","Springfield","02810675","Springfield Vocational Academy","School","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107","0%","3.7%","20.6%","65.4%","0.9%","0%","9.3%","39.3%","60.7%","0%","13","12.1%","36","33.6%","107","100%",,,"94","87.9%","107","100%"
"2020","02810000","Springfield","02810160","Sumner Avenue","School","548","95","69","97","70","73","73","71","0","0","0","0","0","0","0","0","0.2%","4.6%","20.6%","61.3%","3.5%","0%","9.9%","47.1%","52.9%","0%","119","21.7%","174","31.8%","487","88.9%",,,"450","82.1%","158","28.8%"
"2020","02810000","Springfield","02810205","The Springfield Renaissance School an Expeditionary Learning School","School","650","0","0","0","0","0","0","0","104","98","105","81","88","92","81","1","0%","1.7%","24.5%","54.6%","1.7%","0.2%","17.4%","48.9%","51.1%","0%","30","4.6%","104","16%","408","62.8%",,,"360","55.4%","129","19.8%"
"2020","02810000","Springfield","02810015","Thomas M Balliet","School","323","60","45","43","44","47","48","36","0","0","0","0","0","0","0","0","0.3%","2.5%","22.3%","57.3%","5.9%","0%","11.8%","48.6%","51.4%","0%","26","8%","40","12.4%","239","74%",,,"223","69%","61","18.9%"
"2020","02810000","Springfield","02810485","Van Sickle Academy","School","247","0","0","0","0","0","0","0","97","70","80","0","0","0","0","0","0%","1.6%","8.1%","83.8%","0.4%","0%","6.1%","43.3%","56.7%","0%","54","21.9%","97","39.3%","217","87.9%",,,"192","77.7%","82","33.2%"
"2020","02810000","Springfield","02810180","Warner","School","240","32","43","34","32","39","27","33","0","0","0","0","0","0","0","0","0%","0.8%","22.1%","58.8%","4.2%","0%","14.2%","45.8%","54.2%","0%","24","10%","39","16.3%","181","75.4%",,,"171","71.3%","35","14.6%"
"2020","02810000","Springfield","02810185","Washington","School","392","40","58","69","66","62","44","53","0","0","0","0","0","0","0","0","0%","6.1%","18.4%","59.9%","3.6%","0%","12%","48.5%","51.5%","0%","90","23%","141","36%","348","88.8%",,,"311","79.3%","99","25.3%"
"2020","02810000","Springfield","02810190","White Street","School","444","0","82","82","77","66","73","64","0","0","0","0","0","0","0","0","0.2%","3.4%","20.3%","68.5%","2.3%","0%","5.4%","48.2%","51.8%","0%","106","23.9%","147","33.1%","407","91.7%",,,"392","88.3%","72","16.2%"
"2020","02810000","Springfield","02810045","William N. DeBerry","School","261","0","41","30","45","49","43","53","0","0","0","0","0","0","0","0","0%","0.4%","19.9%","72.4%","2.3%","0%","5%","47.5%","52.5%","0%","51","19.5%","72","27.6%","249","95.4%",,,"238","91.2%","71","27.2%"
"2019","02810000","Springfield","02810095","Alfred G. Zanetti Montessori Magnet School","School","438","82","42","43","49","43","46","40","29","35","29","0","0","0","0","0","0%","0%","24.2%","50.7%","4.3%","0%","20.8%","53.7%","46.3%","0%","20","4.6%","35","8%","178","40.6%",,,"151","34.5%","32","7.3%"
"2019","02810000","Springfield","02810175","Alice B Beal Elementary","School","253","0","52","35","44","39","40","43","0","0","0","0","0","0","0","0","0%","11.9%","15.8%","54.5%","2.8%","0%","15%","51%","49%","0%","47","18.6%","81","32%","204","80.6%",,,"179","70.8%","34","13.4%"
"2019","02810000","Springfield","02810165","Arthur T Talmadge","School","240","0","31","43","38","47","39","42","0","0","0","0","0","0","0","0","0%","0.8%","25.8%","55%","2.9%","0%","15.4%","46.7%","53.3%","0%","22","9.2%","36","15%","195","81.3%",,,"184","76.7%","47","19.6%"
"2019","02810000","Springfield","02810360","Balliet Middle School","School","33","0","0","0","0","0","0","0","2","9","22","0","0","0","0","0","0%","0%","18.2%","66.7%","6.1%","0%","9.1%","39.4%","60.6%","0%","4","12.1%","6","18.2%","31","93.9%",,,"31","93.9%","8","24.2%"
"2019","02810000","Springfield","02810025","Brightwood","School","337","23","48","60","44","58","50","54","0","0","0","0","0","0","0","0","0%","0%","13.6%","82.2%","0.6%","0%","3.6%","49.3%","50.7%","0%","77","22.8%","121","35.9%","320","95%",,,"308","91.4%","67","19.9%"
"2019","02810000","Springfield","02810365","Chestnut Academy","School","304","0","0","0","0","0","0","0","118","101","85","0","0","0","0","0","0.3%","0.3%","9.9%","86.5%","0.7%","0%","2.3%","47.4%","52.6%","0%","75","24.7%","161","53%","289","95.1%",,,"268","88.2%","84","27.6%"
"2019","02810000","Springfield","02810367","Chestnut Accelerated Middle School (Talented and Gifted)","School","326","0","0","0","0","0","0","0","118","113","95","0","0","0","0","0","0.6%","3.7%","21.8%","58.6%","2.1%","0.3%","12.9%","55.2%","44.8%","0%","22","6.7%","83","25.5%","239","73.3%",,,"221","67.8%","72","22.1%"
"2019","02810000","Springfield","02810475","Conservatory of the Arts","School","344","0","0","0","0","0","0","0","56","56","57","51","47","37","40","0","0.3%","0%","19.5%","66%","1.5%","0%","12.8%","70.1%","29.9%","0%","43","12.5%","85","24.7%","286","83.1%",,,"272","79.1%","69","20.1%"
"2019","02810000","Springfield","02810035","Daniel B Brunton","School","445","0","62","74","80","73","75","81","0","0","0","0","0","0","0","0","0%","0.4%","22.7%","61.3%","2.9%","0.2%","12.4%","53.7%","46.3%","0%","64","14.4%","101","22.7%","371","83.4%",,,"347","78%","80","18%"
"2019","02810000","Springfield","02810001","Early Childhood Education Center","School","155","155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%","2.6%","16.8%","66.5%","3.2%","0%","9.7%","32.3%","67.7%","0%","34","21.9%","54","34.8%","149","96.1%",,,"130","83.9%","101","65.2%"
"2019","02810000","Springfield","02810010","Edward P. Boland School","School","764","209","89","95","91","82","90","108","0","0","0","0","0","0","0","0","0.3%","1.6%","9.7%","77.6%","1.8%","0%","9%","41%","59%","0%","209","27.4%","281","36.8%","703","92%",,,"652","85.3%","274","35.9%"
"2019","02810000","Springfield","02810030","Elias Brookings","School","336","47","46","43","51","50","39","60","0","0","0","0","0","0","0","0","1.2%","0.3%","21.1%","67.3%","3.3%","0%","6.8%","46.1%","53.9%","0%","68","20.2%","95","28.3%","300","89.3%",,,"279","83%","117","34.8%"
"2019","02810000","Springfield","02810325","Forest Park Middle","School","725","0","0","0","0","0","0","0","255","247","223","0","0","0","0","0","0.1%","7.4%","17.7%","66.8%","1.8%","0%","6.2%","48.3%","51.7%","0%","142","19.6%","309","42.6%","655","90.3%",,,"593","81.8%","166","22.9%"
"2019","02810000","Springfield","02810075","Frank H Freedman","School","324","0","56","62","47","50","52","57","0","0","0","0","0","0","0","0","0.6%","1.5%","22.5%","62%","3.4%","0%","9.9%","47.2%","52.8%","0%","41","12.7%","63","19.4%","254","78.4%",,,"238","73.5%","63","19.4%"
"2019","02810000","Springfield","02810080","Frederick Harris","School","625","54","103","111","106","75","87","89","0","0","0","0","0","0","0","0","0.3%","3.7%","17.8%","55.7%","5.3%","0%","17.3%","47.5%","52.5%","0%","93","14.9%","157","25.1%","474","75.8%",,,"443","70.9%","129","20.6%"
"2019","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","22","0","0","0","0","0","0","0","0","0","0","1","2","13","6","0","0%","0%","18.2%","54.5%","0%","0%","27.3%","86.4%","13.6%","0%","3","13.6%","4","18.2%","16","72.7%",,,"14","63.6%","5","22.7%"
"2019","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","32","0","0","0","0","0","0","0","0","0","0","7","12","6","7","0","0%","0%","31.3%","53.1%","0%","0%","15.6%","62.5%","37.5%","0%","2","6.3%","3","9.4%","23","71.9%",,,"21","65.6%","3","9.4%"
"2019","02810000","Springfield","02810195","German Gerena Community School","School","712","110","102","107","98","94","99","102","0","0","0","0","0","0","0","0","0.1%","0.8%","13.5%","79.8%","1%","0%","4.8%","50.4%","49.6%","0%","170","23.9%","248","34.8%","604","84.8%",,,"569","79.9%","157","22.1%"
"2019","02810000","Springfield","02810065","Glenwood","School","285","0","41","51","47","43","53","50","0","0","0","0","0","0","0","0","0%","1.8%","10.9%","75.1%","2.1%","0%","10.2%","47.4%","52.6%","0%","51","17.9%","73","25.6%","231","81.1%",,,"219","76.8%","52","18.2%"
"2019","02810000","Springfield","02810068","Glickman Elementary","School","329","0","51","47","46","68","56","61","0","0","0","0","0","0","0","0","0.9%","2.4%","24%","57.8%","3%","0%","11.9%","43.2%","56.8%","0%","58","17.6%","83","25.2%","282","85.7%",,,"255","77.5%","120","36.5%"
"2019","02810000","Springfield","02810510","High School Of Commerce","School","1,015","0","0","0","0","0","0","0","0","0","0","363","237","180","231","4","0.1%","1.9%","18.7%","69.9%","1.4%","0.1%","8%","49.6%","50.4%","0%","235","23.2%","363","35.8%","863","85%",,,"802","79%","237","23.3%"
"2019","02810000","Springfield","02810050","Hiram L Dorman","School","283","0","37","44","45","43","52","62","0","0","0","0","0","0","0","0","0%","1.1%","24%","63.6%","1.4%","0%","9.9%","51.6%","48.4%","0%","44","15.5%","70","24.7%","237","83.7%",,,"225","79.5%","69","24.4%"
"2019","02810000","Springfield","02810085","Homer Street","School","395","0","60","67","71","58","65","74","0","0","0","0","0","0","0","0","0%","1.5%","27.3%","62.3%","2.5%","0%","6.3%","48.9%","51.1%","0%","76","19.2%","112","28.4%","359","90.9%",,,"346","87.6%","60","15.2%"
"2019","02810000","Springfield","02810366","Impact Prep at Chestnut","School","376","0","0","0","0","0","0","0","144","116","116","0","0","0","0","0","0%","0%","13.6%","81.9%","0.3%","0%","4.3%","50.8%","49.2%","0%","100","26.6%","155","41.2%","357","94.9%",,,"342","91%","85","22.6%"
"2019","02810000","Springfield","02810100","Indian Orchard Elementary","School","656","95","82","88","88","117","97","89","0","0","0","0","0","0","0","0","0.5%","1.8%","18.1%","64.9%","2.3%","0%","12.3%","47.4%","52.6%","0%","108","16.5%","144","22%","569","86.7%",,,"541","82.5%","151","23%"
"2019","02810000","Springfield","02810328","John F Kennedy Middle","School","491","0","0","0","0","0","0","0","175","162","154","0","0","0","0","0","0.2%","0.6%","20.6%","66.8%","2%","0%","9.8%","45%","55%","0%","70","14.3%","132","26.9%","440","89.6%",,,"405","82.5%","127","25.9%"
"2019","02810000","Springfield","02810320","John J Duggan Middle","School","759","0","0","0","0","0","0","0","183","177","181","85","61","44","28","0","0.4%","2.4%","27.1%","54.5%","1.3%","0%","14.2%","47.8%","52.2%","0%","74","9.7%","168","22.1%","568","74.8%",,,"505","66.5%","158","20.8%"
"2019","02810000","Springfield","02810110","Kensington International School","School","314","29","45","47","49","51","40","53","0","0","0","0","0","0","0","0","0.3%","2.9%","16.6%","71.3%","3.2%","0%","5.7%","52.2%","47.8%","0%","84","26.8%","115","36.6%","291","92.7%",,,"272","86.6%","61","19.4%"
"2019","02810000","Springfield","02810115","Liberty","School","282","0","49","52","47","41","45","48","0","0","0","0","0","0","0","0","0%","2.1%","11%","75.5%","1.8%","0%","9.6%","51.4%","48.6%","0%","69","24.5%","102","36.2%","228","80.9%",,,"210","74.5%","44","15.6%"
"2019","02810000","Springfield","02810560","Liberty Preparatory Academy","School","9","0","0","0","0","0","0","0","0","0","0","3","2","3","1","0","11.1%","0%","0%","44.4%","0%","0%","44.4%","22.2%","77.8%","0%","1","11.1%","1","11.1%","8","88.9%",,,"7","77.8%","1","11.1%"
"2019","02810000","Springfield","02810120","Lincoln","School","399","0","63","67","65","69","60","75","0","0","0","0","0","0","0","0","0%","0.3%","9%","85%","2.3%","0%","3.5%","49.4%","50.6%","0%","135","33.8%","182","45.6%","371","93%",,,"362","90.7%","51","12.8%"
"2019","02810000","Springfield","02810330","M Marcus Kiley Middle","School","683","0","0","0","0","0","0","0","229","213","241","0","0","0","0","0","0%","2.3%","21.8%","65.2%","0.4%","0%","10.2%","44.4%","55.6%","0%","115","16.8%","212","31%","595","87.1%",,,"559","81.8%","164","24%"
"2019","02810000","Springfield","02810060","Margaret C Ells","School","229","155","35","39","0","0","0","0","0","0","0","0","0","0","0","0","1.3%","1.7%","22.3%","59.4%","1.7%","0%","13.5%","41%","59%","0%","30","13.1%","46","20.1%","195","85.2%",,,"157","68.6%","119","52%"
"2019","02810000","Springfield","02810125","Mary A. Dryden Veterans Memorial School","School","338","47","43","48","43","54","55","48","0","0","0","0","0","0","0","0","0%","5.9%","15.4%","55%","3.6%","0%","20.1%","51.5%","48.5%","0%","43","12.7%","70","20.7%","263","77.8%",,,"237","70.1%","61","18%"
"2019","02810000","Springfield","02810140","Mary M Lynch","School","265","0","39","53","50","41","44","38","0","0","0","0","0","0","0","0","0%","1.1%","18.9%","67.9%","1.5%","0%","10.6%","55.5%","44.5%","0%","18","6.8%","38","14.3%","216","81.5%",,,"207","78.1%","34","12.8%"
"2019","02810000","Springfield","02810155","Mary M Walsh","School","296","0","50","37","49","65","49","46","0","0","0","0","0","0","0","0","0.3%","0%","18.2%","67.9%","2.4%","0%","11.1%","49.7%","50.3%","0%","72","24.3%","111","37.5%","258","87.2%",,,"240","81.1%","64","21.6%"
"2019","02810000","Springfield","02810145","Mary O Pottenger","School","437","18","65","71","60","68","81","74","0","0","0","0","0","0","0","0","0.2%","3%","10.5%","73.7%","1.8%","0%","10.8%","50.6%","49.4%","0%","67","15.3%","99","22.7%","341","78%",,,"313","71.6%","69","15.8%"
"2019","02810000","Springfield","02810023","Milton Bradley School","School","565","59","83","96","98","85","68","76","0","0","0","0","0","0","0","0","0%","0.4%","16.5%","79.3%","1.4%","0%","2.5%","50.1%","49.9%","0%","135","23.9%","179","31.7%","533","94.3%",,,"521","92.2%","142","25.1%"
"2019","02810000","Springfield","02810055","Rebecca M Johnson","School","760","120","111","86","120","105","118","100","0","0","0","0","0","0","0","0","0%","0%","24.9%","66.7%","2.6%","0%","5.8%","48.2%","51.8%","0%","142","18.7%","207","27.2%","688","90.5%",,,"653","85.9%","216","28.4%"
"2019","02810000","Springfield","02810480","Rise Academy at Van Sickle","School","321","0","0","0","0","0","0","0","99","92","130","0","0","0","0","0","0%","0.3%","14%","74.8%","2.2%","0%","8.7%","45.8%","54.2%","0%","71","22.1%","120","37.4%","285","88.8%",,,"267","83.2%","76","23.7%"
"2019","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","1,415","0","0","0","0","0","0","0","0","0","0","375","357","349","334","0","0%","1.3%","18%","70.3%","0.6%","0%","9.7%","54.3%","45.7%","0%","171","12.1%","422","29.8%","1,073","75.8%",,,"986","69.7%","230","16.3%"
"2019","02810000","Springfield","02810350","STEM Middle Academy","School","296","0","0","0","0","0","0","0","99","98","99","0","0","0","0","0","0%","2.4%","16.2%","67.2%","1%","0%","13.2%","40.9%","59.1%","0%","16","5.4%","85","28.7%","230","77.7%",,,"210","70.9%","39","13.2%"
"2019","02810000","Springfield","02810020","Samuel Bowles","School","327","0","60","45","48","56","70","48","0","0","0","0","0","0","0","0","0%","0.6%","16.5%","71.3%","0.6%","0%","11%","49.8%","50.2%","0%","43","13.1%","66","20.2%","269","82.3%",,,"257","78.6%","66","20.2%"
"2019","02810000","Springfield","02810355","South End Middle School","School","229","0","0","0","0","0","0","0","71","85","73","0","0","0","0","0","0%","0%","9.6%","88.2%","0.9%","0%","1.3%","52.8%","47.2%","0%","49","21.4%","94","41%","220","96.1%",,,"211","92.1%","42","18.3%"
"2019","02810000","Springfield","02810000","Springfield","District","25,297","1,415","1,871","1,949","1,923","1,904","1,949","1,994","1,770","1,703","1,747","2,124","1,700","1,556","1,575","117","0.2%","2.3%","18.9%","66.6%","1.8%","0%","10.2%","47.9%","52.1%","0%","4,364","17.3%","7,351","29.1%","21,211","83.2%",,,"19,405","76.7%","5,998","23.5%"
"2019","02810000","Springfield","02810500","Springfield Central High","School","2,104","0","0","0","0","0","0","0","0","0","0","658","521","424","501","0","0%","5.4%","23.9%","56.7%","1%","0.1%","12.9%","46.2%","53.8%","0%","309","14.7%","583","27.7%","1,513","71.9%",,,"1,373","65.3%","346","16.4%"
"2019","02810000","Springfield","02810570","Springfield High School","School","231","0","0","0","0","0","0","0","0","0","0","51","39","48","93","0","0%","0%","26.4%","58.9%","0.4%","0%","14.3%","44.2%","55.8%","0%","30","13%","65","28.1%","200","86.6%",,,"180","77.9%","64","27.7%"
"2019","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","1,260","0","0","0","0","0","0","0","0","0","0","376","288","335","245","16","0.1%","1.8%","17.7%","70%","0.9%","0.1%","9.4%","41.5%","58.5%","0%","244","19.4%","414","32.9%","1,063","84.4%",,,"969","76.9%","296","23.5%"
"2019","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","25","0","0","0","0","7","9","9","0","0","0","0","0","0","0","0","0%","4%","40%","32%","0%","0%","24%","56%","44%","0%","24","96%","24","96%","24","96%",,,"19","76%","0","0%"
"2019","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","31","0","0","0","0","0","0","0","0","0","0","19","12","0","0","0","0%","9.7%","0%","74.2%","0%","0%","16.1%","22.6%","77.4%","0%","28","90.3%","28","90.3%","29","93.5%",,,"23","74.2%","1","3.2%"
"2019","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","61","0","0","4","12","7","22","16","0","0","0","0","0","0","0","0","0%","0%","21.3%","67.2%","0%","0%","11.5%","9.8%","90.2%","0%","9","14.8%","10","16.4%","61","100%",,,"49","80.3%","60","98.4%"
"2019","02810000","Springfield","02810550","Springfield Public Day High School","School","99","0","0","0","0","0","0","0","0","0","0","41","21","25","12","0","0%","0%","18.2%","70.7%","1%","0%","10.1%","25.3%","74.7%","0%","14","14.1%","22","22.2%","99","100%",,,"85","85.9%","99","100%"
"2019","02810000","Springfield","02810345","Springfield Public Day Middle School","School","49","0","0","0","0","0","0","0","13","19","17","0","0","0","0","0","0%","0%","24.5%","69.4%","2%","0%","4.1%","16.3%","83.7%","0%","2","4.1%","4","8.2%","49","100%",,,"44","89.8%","49","100%"
"2019","02810000","Springfield","02810675","Springfield Vocational Academy","School","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","0%","4.1%","18.6%","67%","1%","0%","9.3%","42.3%","57.7%","0%","11","11.3%","39","40.2%","97","100%",,,"82","84.5%","97","100%"
"2019","02810000","Springfield","02810160","Sumner Avenue","School","530","72","75","72","75","76","76","84","0","0","0","0","0","0","0","0","0%","5.1%","18.9%","64.7%","2.6%","0%","8.7%","45.5%","54.5%","0%","101","19.1%","152","28.7%","481","90.8%",,,"439","82.8%","162","30.6%"
"2019","02810000","Springfield","02810205","The Springfield Renaissance School an Expeditionary Learning School","School","688","0","0","0","0","0","0","0","104","107","113","94","101","92","77","0","0%","1.6%","24.9%","53.1%","1.3%","0.1%","19%","47.5%","52.5%","0%","25","3.6%","100","14.5%","435","63.2%",,,"376","54.7%","135","19.6%"
"2019","02810000","Springfield","02810015","Thomas M Balliet","School","324","59","48","32","52","46","44","43","0","0","0","0","0","0","0","0","0%","1.5%","23.8%","60.2%","3.7%","0%","10.8%","46.3%","53.7%","0%","25","7.7%","46","14.2%","258","79.6%",,,"228","70.4%","73","22.5%"
"2019","02810000","Springfield","02810485","Van Sickle Academy","School","260","0","0","0","0","0","0","0","75","73","112","0","0","0","0","0","0%","1.5%","11.2%","78.5%","0.8%","0%","8.1%","43.8%","56.2%","0%","45","17.3%","82","31.5%","223","85.8%",,,"201","77.3%","88","33.8%"
"2019","02810000","Springfield","02810180","Warner","School","266","35","34","34","40","38","42","43","0","0","0","0","0","0","0","0","0.4%","2.3%","18.8%","59.4%","4.5%","0%","14.7%","46.6%","53.4%","0%","30","11.3%","42","15.8%","210","78.9%",,,"191","71.8%","39","14.7%"
"2019","02810000","Springfield","02810185","Washington","School","420","46","65","75","59","46","64","65","0","0","0","0","0","0","0","0","0%","7.4%","12.6%","66.2%","2.6%","0%","11.2%","46.4%","53.6%","0%","103","24.5%","154","36.7%","368","87.6%",,,"334","79.5%","87","20.7%"
"2019","02810000","Springfield","02810190","White Street","School","449","0","74","84","75","74","74","68","0","0","0","0","0","0","0","0","0.2%","3.1%","20%","67.9%","2.2%","0%","6.5%","49.2%","50.8%","0%","98","21.8%","140","31.2%","405","90.2%",,,"385","85.7%","75","16.7%"
"2019","02810000","Springfield","02810045","William N. DeBerry","School","234","0","30","37","36","35","48","48","0","0","0","0","0","0","0","0","0.4%","0.4%","20.1%","72.6%","0.9%","0%","5.6%","42.7%","57.3%","0%","53","22.6%","74","31.6%","226","96.6%",,,"218","93.2%","73","31.2%"
"2018","02810000","Springfield","02810095","Alfred G. Zanetti Montessori Magnet School","School","434","75","47","50","43","46","36","39","39","31","28","0","0","0","0","0","0%","0%","24.9%","50.9%","3.5%","0%","20.7%","53.2%","46.8%",,"11","2.5%","24","5.5%","181","41.7%",,,"167","38.5%","22","5.1%"
"2018","02810000","Springfield","02810175","Alice B Beal Elementary","School","261","0","44","43","40","48","46","40","0","0","0","0","0","0","0","0","0%","8.4%","16.5%","51.7%","3.4%","0%","19.9%","52.5%","47.5%",,"37","14.2%","59","22.6%","196","75.1%",,,"174","66.7%","37","14.2%"
"2018","02810000","Springfield","02810165","Arthur T Talmadge","School","254","0","43","39","53","42","43","34","0","0","0","0","0","0","0","0","0%","1.6%","26%","53.5%","3.9%","0%","15%","46.5%","53.5%",,"18","7.1%","33","13%","212","83.5%",,,"201","79.1%","41","16.1%"
"2018","02810000","Springfield","02810360","Balliet Middle School","School","51","0","0","0","0","0","0","0","2","16","33","0","0","0","0","0","0%","0%","19.6%","76.5%","2%","0%","2%","39.2%","60.8%",,"4","7.8%","9","17.6%","50","98%",,,"48","94.1%","23","45.1%"
"2018","02810000","Springfield","02810025","Brightwood","School","317","0","52","44","58","57","54","52","0","0","0","0","0","0","0","0","0%","0%","16.7%","80.8%","0.3%","0%","2.2%","49.2%","50.8%",,"77","24.3%","115","36.3%","296","93.4%",,,"289","91.2%","46","14.5%"
"2018","02810000","Springfield","02810365","Chestnut Academy","School","419","0","0","0","0","0","0","0","101","89","229","0","0","0","0","0","0.2%","0.2%","10.7%","84.2%","1.2%","0%","3.3%","50.1%","49.9%",,"116","27.7%","189","45.1%","391","93.3%",,,"373","89%","113","27%"
"2018","02810000","Springfield","02810367","Chestnut Accelerated Middle School (Talented and Gifted)","School","316","0","0","0","0","0","0","0","120","104","92","0","0","0","0","0","0%","2.2%","23.1%","59.2%","1.6%","0.3%","13.6%","53.8%","46.2%",,"23","7.3%","80","25.3%","239","75.6%",,,"231","73.1%","62","19.6%"
"2018","02810000","Springfield","02810475","Conservatory of the Arts","School","368","0","0","0","0","0","0","0","59","57","57","48","52","46","49","0","0.3%","0%","23.4%","63%","1.4%","0%","12%","69.8%","30.2%",,"51","13.9%","94","25.5%","307","83.4%",,,"289","78.5%","74","20.1%"
"2018","02810000","Springfield","02810035","Daniel B Brunton","School","466","0","80","76","79","77","78","76","0","0","0","0","0","0","0","0","0%","0.9%","19.5%","62.4%","2.4%","0.2%","14.6%","51.9%","48.1%",,"69","14.8%","105","22.5%","374","80.3%",,,"353","75.8%","72","15.5%"
"2018","02810000","Springfield","02810001","Early Childhood Education Center","School","170","170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%","0%","20%","68.8%","1.8%","0%","8.8%","35.3%","64.7%",,"6","3.5%","39","22.9%","154","90.6%",,,"136","80%","92","54.1%"
"2018","02810000","Springfield","02810010","Edward P. Boland School","School","786","204","92","105","78","92","113","102","0","0","0","0","0","0","0","0","0.1%","1.8%","10.2%","76.3%","1.8%","0%","9.8%","43.1%","56.9%",,"176","22.4%","281","35.8%","706","89.8%",,,"646","82.2%","239","30.4%"
"2018","02810000","Springfield","02810030","Elias Brookings","School","343","52","40","53","51","39","62","46","0","0","0","0","0","0","0","0","0.9%","0.3%","23%","67.1%","1.7%","0%","7%","47.8%","52.2%",,"54","15.7%","87","25.4%","298","86.9%",,,"282","82.2%","103","30%"
"2018","02810000","Springfield","02810325","Forest Park Middle","School","712","0","0","0","0","0","0","0","244","217","251","0","0","0","0","0","0.1%","9.1%","18.1%","67.6%","0.8%","0.1%","4.1%","49.2%","50.8%",,"166","23.3%","292","41%","640","89.9%",,,"587","82.4%","156","21.9%"
"2018","02810000","Springfield","02810075","Frank H Freedman","School","352","0","66","64","50","55","62","55","0","0","0","0","0","0","0","0","0.3%","0.9%","25%","58.5%","3.4%","0%","11.9%","43.2%","56.8%",,"36","10.2%","53","15.1%","283","80.4%",,,"271","77%","64","18.2%"
"2018","02810000","Springfield","02810080","Frederick Harris","School","634","50","111","99","87","89","92","106","0","0","0","0","0","0","0","0","0.2%","4.4%","19.7%","53%","4.3%","0%","18.5%","49.1%","50.9%",,"84","13.2%","150","23.7%","486","76.7%",,,"456","71.9%","121","19.1%"
"2018","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","26","0","0","0","0","0","0","0","0","0","0","0","6","11","9","0","0%","0%","30.8%","46.2%","0%","0%","23.1%","61.5%","38.5%",,"2","7.7%","4","15.4%","19","73.1%",,,"19","73.1%","2","7.7%"
"2018","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","45","0","0","0","0","0","0","0","0","0","0","1","10","24","10","0","0%","0%","31.1%","57.8%","0%","0%","11.1%","71.1%","28.9%",,"3","6.7%","5","11.1%","37","82.2%",,,"37","82.2%","3","6.7%"
"2018","02810000","Springfield","02810195","German Gerena Community School","School","720","125","109","104","101","91","99","91","0","0","0","0","0","0","0","0","0%","0.7%","14.3%","79.4%","1.3%","0%","4.3%","52.1%","47.9%",,"151","21%","244","33.9%","622","86.4%",,,"592","82.2%","143","19.9%"
"2018","02810000","Springfield","02810065","Glenwood","School","298","0","41","48","48","53","57","51","0","0","0","0","0","0","0","0","0%","2.3%","10.7%","71.1%","2.3%","0%","13.4%","46%","54%",,"34","11.4%","61","20.5%","240","80.5%",,,"226","75.8%","45","15.1%"
