"SY","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","TOTAL_CNT","PK_CNT","K_CNT","G1_CNT","G2_CNT","G3_CNT","G4_CNT","G5_CNT","G6_CNT","G7_CNT","G8_CNT","G9_CNT","G10_CNT","G11_CNT","G12_CNT","SP_CNT","AIAN_PCT","AS_PCT","BAA_PCT","HL_PCT","MNHL_PCT","NHPI_PCT","WH_PCT","FE_PCT","MA_PCT","NB_PCT","EL_CNT","EL_PCT","FLNE_CNT","FLNE_PCT","HN_CNT","HN_PCT","LI_CNT","LI_PCT","ECD_CNT","ECD_PCT","SWD_CNT","SWD_PCT"
"2025","02810000","Springfield","02810115","Liberty","School","238","38","22","34","32","32","41","39","0","0","0","0","0","0","0","0","0%","0.8%","9.7%","75.6%","2.9%","0%","10.9%","48.3%","51.7%","0%","59","24.8%","67","28.2%","209","87.8%","202","84.9%",,,"41","17.2%"
"2025","02810000","Springfield","02810560","Liberty Preparatory Academy","School","6","0","0","0","0","0","0","0","0","0","0","1","4","0","1","0","0%","0%","16.7%","16.7%","0%","0%","66.7%","0%","100%","0%","1","16.7%","1","16.7%","6","100%","6","100%",,,"0","0%"
"2025","02810000","Springfield","02810120","Lincoln","School","431","58","51","64","56","70","74","58","0","0","0","0","0","0","0","0","0%","0.2%","10.9%","82.4%","2.1%","0%","4.4%","48.5%","51.5%","0%","151","35%","174","40.4%","418","97%","403","93.5%",,,"110","25.5%"
"2025","02810000","Springfield","02810060","Margaret C Ells","School","141","141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%","2.1%","17%","70.9%","5%","0%","3.5%","44.7%","55.3%","0%","37","26.2%","40","28.4%","125","88.7%","115","81.6%",,,"67","47.5%"
"2025","02810000","Springfield","02810125","Mary A. Dryden Veterans Memorial School","School","304","40","48","50","47","36","38","45","0","0","0","0","0","0","0","0","0.3%","7.2%","15.5%","56.9%","4.6%","0.3%","15.1%","51.6%","48.4%","0%","49","16.1%","64","21.1%","247","81.3%","227","74.7%",,,"73","24%"
"2025","02810000","Springfield","02810140","Mary M Lynch","School","216","17","35","31","34","31","38","30","0","0","0","0","0","0","0","0","0%","1.9%","21.3%","64.4%","5.1%","0%","7.4%","53.7%","46.3%","0%","15","6.9%","25","11.6%","193","89.4%","188","87%",,,"49","22.7%"
"2025","02810000","Springfield","02810155","Mary M Walsh","School","232","30","36","32","32","35","30","37","0","0","0","0","0","0","0","0","0%","0.4%","15.1%","68.1%","1.7%","0%","14.7%","44.8%","55.2%","0%","48","20.7%","76","32.8%","208","89.7%","190","81.9%",,,"85","36.6%"
"2025","02810000","Springfield","02810145","Mary O Pottenger","School","365","55","53","44","54","55","49","55","0","0","0","0","0","0","0","0","0%","0.8%","11.5%","77%","2.7%","0%","7.9%","50.7%","49.3%","0%","48","13.2%","67","18.4%","319","87.4%","294","80.5%",,,"88","24.1%"
"2025","02810000","Springfield","02810023","Milton Bradley School","School","385","60","55","51","61","51","52","55","0","0","0","0","0","0","0","0","0.3%","0.8%","19%","73.2%","3.6%","0%","3.1%","47%","53%","0%","97","25.2%","117","30.4%","367","95.3%","359","93.2%",,,"123","31.9%"
"2025","02810000","Springfield","02810055","Rebecca M Johnson","School","589","54","75","95","94","92","100","79","0","0","0","0","0","0","0","0","0%","0%","19.7%","73.7%","2.2%","0%","4.4%","44.1%","55.9%","0%","140","23.8%","181","30.7%","567","96.3%","549","93.2%",,,"196","33.3%"
"2025","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","1,382","0","0","0","0","0","0","0","0","0","0","360","361","341","320","0","0.1%","2.2%","16.7%","72.1%","2.3%","0%","6.5%","56%","43.9%","0.1%","105","7.6%","492","35.6%","1,066","77.1%","1,011","73.2%",,,"217","15.7%"
"2025","02810000","Springfield","02810350","STEM Middle Academy","School","269","0","0","0","0","0","0","0","91","92","86","0","0","0","0","0","0%","2.6%","13.4%","65.4%","4.1%","0%","14.5%","42%","57.6%","0.4%","36","13.4%","91","33.8%","232","86.2%","216","80.3%",,,"65","24.2%"
"2025","02810000","Springfield","02810020","Samuel Bowles","School","325","40","56","63","34","31","52","49","0","0","0","0","0","0","0","0","0.9%","1.2%","14.8%","67.7%","4.3%","0.3%","10.8%","47.4%","52.6%","0%","70","21.5%","79","24.3%","289","88.9%","269","82.8%",,,"83","25.5%"
"2025","02810000","Springfield","02810355","South End Middle School","School","163","0","0","0","0","0","0","0","49","60","54","0","0","0","0","0","0%","0%","19.6%","73.6%","3.7%","0%","3.1%","55.8%","44.2%","0%","22","13.5%","56","34.4%","159","97.5%","154","94.5%",,,"49","30.1%"
"2025","02810000","Springfield","02810000","Springfield","District","23,670","2,030","1,616","1,725","1,656","1,682","1,663","1,651","1,532","1,514","1,518","1,985","1,746","1,639","1,603","110","0.1%","1.7%","18%","68.4%","3.7%","0%","7.9%","48.3%","51.6%","0.1%","4,495","19%","7,050","29.8%","21,121","88.6%","19,856","83.9%",,,"6,576","27.6%"
"2025","02810000","Springfield","02810500","Springfield Central High","School","1,983","0","0","0","0","0","0","0","0","0","0","644","475","397","467","0","0%","2.3%","22.5%","65.6%","3.4%","0%","6.3%","44.5%","55.3%","0.3%","304","15.3%","614","31%","1,659","83.7%","1,576","79.5%",,,"430","21.7%"
"2025","02810000","Springfield","02810570","Springfield High School","School","237","0","0","0","0","0","0","0","0","0","0","45","44","46","102","0","0%","0%","20.7%","69.6%","3%","0%","6.8%","40.1%","59.9%","0%","27","11.4%","56","23.6%","208","87.8%","197","83.1%",,,"66","27.8%"
"2025","02810000","Springfield","02810530","Springfield High School of Science and Technology","School","1,091","0","0","0","0","0","0","0","0","0","0","353","280","284","174","0","0%","1.3%","19.6%","68.4%","2.8%","0%","7.9%","45.1%","54.6%","0.3%","172","15.8%","345","31.6%","985","90.3%","943","86.4%",,,"309","28.3%"
"2025","02810000","Springfield","02810215","Springfield International Academy at Johnson","School","38","0","0","0","0","3","17","18","0","0","0","0","0","0","0","0","0%","0%","47.4%","36.8%","5.3%","0%","10.5%","52.6%","47.4%","0%","38","100%","38","100%","38","100%","37","97.4%",,,"1","2.6%"
"2025","02810000","Springfield","02810700","Springfield International Academy at Sci-Tech","School","95","0","0","0","0","0","0","0","0","0","0","15","33","28","19","0","0%","2.1%","16.8%","66.3%","1.1%","0%","13.7%","37.9%","62.1%","0%","95","100%","95","100%","95","100%","82","86.3%",,,"1","1.1%"
"2025","02810000","Springfield","02810317","Springfield Legacy Academy","School","299","0","0","0","0","0","0","0","61","127","111","0","0","0","0","0","0%","0%","6.7%","91.3%","0.7%","0%","1.3%","45.2%","54.8%","0%","112","37.5%","166","55.5%","294","98.3%","282","94.3%",,,"86","28.8%"
"2025","02810000","Springfield","02810360","Springfield Middle School","School","18","0","0","0","0","0","0","0","1","7","10","0","0","0","0","0","0%","0%","11.1%","83.3%","5.6%","0%","0%","33.3%","66.7%","0%","4","22.2%","5","27.8%","17","94.4%","17","94.4%",,,"5","27.8%"
"2025","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","33","0","0","3","8","5","11","6","0","0","0","0","0","0","0","0","3%","0%","24.2%","57.6%","6.1%","0%","9.1%","12.1%","87.9%","0%","2","6.1%","3","9.1%","33","100%","29","87.9%",,,"32","97%"
"2025","02810000","Springfield","02810550","Springfield Public Day High School","School","65","0","0","0","0","0","0","0","0","0","0","22","25","9","9","0","0%","0%","13.8%","69.2%","1.5%","0%","15.4%","27.7%","72.3%","0%","9","13.8%","12","18.5%","65","100%","61","93.8%",,,"64","98.5%"
"2025","02810000","Springfield","02810345","Springfield Public Day Middle School","School","60","0","0","0","0","0","0","0","14","23","23","0","0","0","0","0","0%","0%","16.7%","66.7%","10%","0%","6.7%","26.7%","73.3%","0%","8","13.3%","10","16.7%","60","100%","57","95%",,,"59","98.3%"
"2025","02810000","Springfield","02810335","Springfield Realization Academy","School","212","0","0","0","0","0","0","0","64","76","72","0","0","0","0","0","0%","3.3%","14.6%","78.3%","1.9%","0%","1.9%","51.9%","48.1%","0%","69","32.5%","122","57.5%","203","95.8%","195","92%",,,"47","22.2%"
"2025","02810000","Springfield","02810675","Springfield Transition Academy","School","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0%","5.5%","17.3%","65.5%","0%","0%","11.8%","30.9%","69.1%","0%","0","0%","45","40.9%","110","100%","100","90.9%",,,"110","100%"
"2025","02810000","Springfield","02810160","Sumner Avenue","School","490","73","86","79","60","70","60","62","0","0","0","0","0","0","0","0","0%","3.1%","18.4%","66.7%","4.3%","0%","7.6%","45.5%","54.3%","0.2%","148","30.2%","173","35.3%","464","94.7%","436","89%",,,"160","32.7%"
"2025","02810000","Springfield","02810205","The Springfield Renaissance School an Expeditionary Learning School","School","593","0","0","0","0","0","0","0","96","89","90","85","76","83","74","0","0%","2.9%","19.6%","64.9%","1.9%","0%","10.8%","54%","46%","0%","38","6.4%","133","22.4%","472","79.6%","450","75.9%",,,"132","22.3%"
"2025","02810000","Springfield","02810705","The Springfield Virtual School","School","250","0","0","0","0","9","8","17","31","26","25","40","35","26","33","0","0%","0%","14.4%","75.2%","3.2%","0%","7.2%","51.2%","48.8%","0%","33","13.2%","73","29.2%","225","90%","215","86%",,,"90","36%"
"2025","02810000","Springfield","02810015","Thomas M Balliet","School","291","39","43","38","39","48","46","38","0","0","0","0","0","0","0","0","0%","3.8%","18.2%","61.5%","7.9%","0%","8.6%","49.8%","50.2%","0%","54","18.6%","60","20.6%","244","83.8%","227","78%",,,"59","20.3%"
"2025","02810000","Springfield","02810485","Van Sickle Academy","School","262","0","0","0","0","0","0","0","82","88","92","0","0","0","0","0","0.4%","2.3%","9.2%","78.2%","1.9%","0%","8%","50%","50%","0%","23","8.8%","69","26.3%","245","93.5%","233","88.9%",,,"96","36.6%"
"2025","02810000","Springfield","02810480","Van Sickle Prep","School","206","0","0","0","0","0","0","0","72","61","73","0","0","0","0","0","0%","0%","19.4%","70.9%","1.9%","0%","7.8%","42.7%","57.3%","0%","28","13.6%","54","26.2%","198","96.1%","187","90.8%",,,"72","35%"
"2025","02810000","Springfield","02810180","Warner","School","234","42","30","33","40","26","35","28","0","0","0","0","0","0","0","0","0%","1.3%","20.5%","64.5%","6%","0%","7.7%","51.3%","48.7%","0%","40","17.1%","49","20.9%","207","88.5%","198","84.6%",,,"48","20.5%"
"2025","02810000","Springfield","02810185","Washington","School","430","94","65","48","65","69","40","49","0","0","0","0","0","0","0","0","0%","4%","16.7%","66%","4.7%","0%","8.6%","50%","50%","0%","112","26%","138","32.1%","405","94.2%","378","87.9%",,,"121","28.1%"
"2025","02810000","Springfield","02810190","White Street","School","378","18","57","42","75","59","60","67","0","0","0","0","0","0","0","0","0.5%","2.6%","20.4%","69.6%","2.1%","0%","4.8%","45.5%","54.5%","0%","108","28.6%","130","34.4%","365","96.6%","351","92.9%",,,"69","18.3%"
"2025","02810000","Springfield","02810045","William N. DeBerry","School","483","57","74","77","62","81","83","49","0","0","0","0","0","0","0","0","0.2%","0.2%","20.9%","70.4%","3.7%","0%","4.6%","50.5%","49.5%","0%","152","31.5%","179","37.1%","468","96.9%","456","94.4%",,,"111","23%"
"2024","02810000","Springfield","02810095","Alfred G. Zanetti Montessori Magnet School","School","425","66","48","41","39","43","46","49","37","33","23","0","0","0","0","0","0%","0%","18.8%","57.6%","8%","0%","15.5%","55.1%","44.9%","0%","21","4.9%","44","10.4%","224","52.7%","202","47.5%",,,"42","9.9%"
"2024","02810000","Springfield","02810175","Alice B Beal Elementary","School","304","33","42","48","46","44","40","51","0","0","0","0","0","0","0","0","0.3%","7.6%","17.4%","55.9%","4.6%","0%","14.1%","43.4%","56.6%","0%","72","23.7%","94","30.9%","258","84.9%","239","78.6%",,,"64","21.1%"
"2024","02810000","Springfield","02810165","Arthur T Talmadge","School","224","20","28","44","25","34","39","34","0","0","0","0","0","0","0","0","0%","3.1%","17%","64.3%","5.8%","0%","9.8%","46.4%","53.6%","0%","28","12.5%","37","16.5%","203","90.6%","199","88.8%",,,"65","29%"
"2024","02810000","Springfield","02810003","Balliet Preschool","School","131","131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0%","1.5%","17.6%","68.7%","3.1%","0%","9.2%","41.2%","58.8%","0%","17","13%","24","18.3%","108","82.4%","89","67.9%",,,"68","51.9%"
"2024","02810000","Springfield","02810085","Benjamin Swan Elementary","School","499","49","79","80","73","81","71","66","0","0","0","0","0","0","0","0","0.2%","0.8%","22.2%","68.3%","5.4%","0%","3%","51.1%","48.9%","0%","111","22.2%","138","27.7%","481","96.4%","467","93.6%",,,"122","24.4%"
"2024","02810000","Springfield","02810025","Brightwood","School","480","52","72","58","79","72","72","75","0","0","0","0","0","0","0","0","0%","0.2%","7.5%","87.7%","0.8%","0%","3.8%","52.5%","47.5%","0%","120","25%","155","32.3%","462","96.3%","447","93.1%",,,"128","26.7%"
"2024","02810000","Springfield","02810367","Chestnut Accelerated Middle School (Talented and Gifted)","School","254","0","0","0","0","0","0","0","91","85","78","0","0","0","0","0","0%","3.1%","22.8%","59.1%","3.1%","0%","11.8%","44.1%","55.9%","0%","17","6.7%","54","21.3%","204","80.3%","189","74.4%",,,"73","28.7%"
"2024","02810000","Springfield","02810475","Conservatory of the Arts","School","303","0","0","0","0","0","0","0","54","45","39","35","47","40","43","0","0%","0.3%","19.5%","69.6%","1.3%","0%","9.2%","66.3%","33.3%","0.3%","21","6.9%","64","21.1%","262","86.5%","250","82.5%",,,"82","27.1%"
"2024","02810000","Springfield","02810035","Daniel B Brunton","School","295","52","49","52","35","31","41","35","0","0","0","0","0","0","0","0","0%","2%","15.3%","54.6%","6.4%","0.3%","21.4%","49.8%","50.2%","0%","38","12.9%","51","17.3%","258","87.5%","242","82%",,,"75","25.4%"
"2024","02810000","Springfield","02810001","Early Childhood Education Center","School","188","188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0%","0.5%","19.1%","70.7%","7.4%","0%","2.1%","49.5%","50.5%","0%","22","11.7%","39","20.7%","176","93.6%","169","89.9%",,,"81","43.1%"
"2024","02810000","Springfield","02810010","Edward P. Boland School","School","554","103","85","77","74","86","68","61","0","0","0","0","0","0","0","0","0%","1.4%","10.6%","80%","2.7%","0.2%","5.1%","42.6%","57%","0.4%","134","24.2%","174","31.4%","531","95.8%","509","91.9%",,,"221","39.9%"
"2024","02810000","Springfield","02810030","Elias Brookings","School","289","38","46","33","50","37","46","39","0","0","0","0","0","0","0","0","0%","0.3%","21.8%","73.4%","2.4%","0%","2.1%","49.1%","50.9%","0%","63","21.8%","88","30.4%","275","95.2%","259","89.6%",,,"96","33.2%"
"2024","02810000","Springfield","02810318","Emergence Academy","School","231","0","0","0","0","0","0","0","41","48","47","41","54","0","0","0","0%","0.4%","19.9%","67.1%","3.5%","0%","9.1%","48.9%","50.6%","0.4%","228","98.7%","231","100%","231","100%","203","87.9%",,,"20","8.7%"
"2024","02810000","Springfield","02810325","Forest Park Middle","School","284","0","0","0","0","0","0","0","86","82","116","0","0","0","0","0","0%","2.8%","19.4%","68.7%","3.2%","0%","6%","51.1%","48.6%","0.4%","18","6.3%","57","20.1%","276","97.2%","270","95.1%",,,"103","36.3%"
"2024","02810000","Springfield","02810075","Frank H Freedman","School","267","38","46","35","36","39","36","37","0","0","0","0","0","0","0","0","0.4%","2.6%","18%","62.2%","6.4%","0%","10.5%","52.8%","47.2%","0%","32","12%","45","16.9%","220","82.4%","206","77.2%",,,"46","17.2%"
"2024","02810000","Springfield","02810080","Frederick Harris","School","512","68","60","77","78","74","73","82","0","0","0","0","0","0","0","0","0.6%","4.3%","18.9%","53.7%","6.3%","0.2%","16%","47.3%","52.7%","0%","76","14.8%","104","20.3%","415","81.1%","384","75%",,,"156","30.5%"
"2024","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","28","0","0","0","0","0","0","0","0","0","0","0","3","11","14","0","0%","3.6%","25%","64.3%","0%","0%","7.1%","75%","25%","0%","2","7.1%","4","14.3%","24","85.7%","24","85.7%",,,"2","7.1%"
"2024","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","25","0","0","0","0","0","0","0","0","0","0","0","3","11","11","0","0%","0%","32%","68%","0%","0%","0%","76%","24%","0%","0","0%","4","16%","22","88%","21","84%",,,"0","0%"
"2024","02810000","Springfield","02810195","German Gerena Community School","School","623","73","95","98","87","87","93","90","0","0","0","0","0","0","0","0","0.3%","0.6%","14.4%","77.5%","4.3%","0%","2.7%","47%","53%","0%","157","25.2%","208","33.4%","565","90.7%","536","86%",,,"160","25.7%"
"2024","02810000","Springfield","02810065","Glenwood","School","296","20","46","49","55","36","46","44","0","0","0","0","0","0","0","0","0%","1%","9.5%","78.4%","3%","0%","8.1%","48.6%","51%","0.3%","76","25.7%","101","34.1%","272","91.9%","257","86.8%",,,"59","19.9%"
"2024","02810000","Springfield","02810068","Glickman Elementary","School","315","34","44","34","50","43","56","54","0","0","0","0","0","0","0","0","0.3%","2.2%","14%","65.1%","6%","0%","12.4%","46.3%","53.7%","0%","56","17.8%","77","24.4%","282","89.5%","271","86%",,,"99","31.4%"
"2024","02810000","Springfield","02810510","High School Of Commerce","School","1,060","0","0","0","0","0","0","0","0","0","0","247","258","320","235","0","0%","1.1%","15.9%","72.4%","2.2%","0%","8.4%","48.7%","51%","0.3%","147","13.9%","325","30.7%","932","87.9%","891","84.1%",,,"250","23.6%"
"2024","02810000","Springfield","02810050","Hiram L Dorman","School","277","31","41","42","44","34","42","43","0","0","0","0","0","0","0","0","0%","1.8%","13.7%","72.9%","4.3%","0%","7.2%","49.5%","50.5%","0%","49","17.7%","63","22.7%","260","93.9%","255","92.1%",,,"78","28.2%"
"2024","02810000","Springfield","02810366","Impact Prep at Chestnut","School","202","0","0","0","0","0","0","0","71","64","67","0","0","0","0","0","0.5%","0%","12.4%","80.2%","2.5%","0%","4.5%","49%","51%","0%","10","5%","46","22.8%","192","95%","184","91.1%",,,"61","30.2%"
