"SY","ATTEND_PERIOD","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","STU_GRP","ATTEND_RATE","CNT_AVG_ABS","PCT_ABS_10_DAYS","PCT_CHRON_ABS_10","PCT_CHRON_ABS_20","PCT_UNEXC_10_DAYS","DISTRICT_AND_SCHOOL"
"2023","End of Year","02810000","Springfield","02810140","Mary M Lynch","School","High Needs","90.9%","15.8","66%","35%","5.9%","39.9%","Springfield - Mary M Lynch"
"2023","March","02810000","Springfield","02810140","Mary M Lynch","School","High Needs","90.4%","10.4","43.7%","40.6%","9.1%","0%","Springfield - Mary M Lynch"
"2023","March","02810000","Springfield","02810140","Mary M Lynch","School","English Learners","87.5%","13.6","75%","62.5%","12.5%","0%","Springfield - Mary M Lynch"
"2023","End of Year","02810000","Springfield","02810140","Mary M Lynch","School","English Learners","86.4%","23.6","94.1%","58.8%","11.8%","47.1%","Springfield - Mary M Lynch"
"2023","March","02810000","Springfield","02810140","Mary M Lynch","School","Low Income","90.4%","10.4","43.6%","40.5%","8.7%","0%","Springfield - Mary M Lynch"
"2023","End of Year","02810000","Springfield","02810140","Mary M Lynch","School","Low Income","91%","15.6","66.2%","34.8%","5.5%","39.8%","Springfield - Mary M Lynch"
"2023","March","02810000","Springfield","02810140","Mary M Lynch","School","Students with Disabilities","91.2%","9.5","38.9%","36.1%","5.6%","0%","Springfield - Mary M Lynch"
"2023","End of Year","02810000","Springfield","02810140","Mary M Lynch","School","Students with Disabilities","91.3%","14.8","62.5%","40%","5%","35%","Springfield - Mary M Lynch"
"2023","End of Year","02810000","Springfield","02810140","Mary M Lynch","School","Female","91.6%","14.7","67.2%","34.5%","2.6%","39.7%","Springfield - Mary M Lynch"
"2023","March","02810000","Springfield","02810140","Mary M Lynch","School","Female","91.2%","9.5","43.9%","36.8%","4.4%","0%","Springfield - Mary M Lynch"
"2023","March","02810000","Springfield","02810140","Mary M Lynch","School","Male","90.1%","10.7","38.1%","38.1%","12.4%","0%","Springfield - Mary M Lynch"
"2023","End of Year","02810000","Springfield","02810140","Mary M Lynch","School","Male","90.9%","15.8","61.7%","31.8%","8.4%","35.5%","Springfield - Mary M Lynch"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","All Students","88.8%","19.3","75.2%","45.9%","12.4%","38.7%","Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","All Students","88.2%","12.5","57.5%","52.6%","15%","0%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","Asian",,,,,,,"Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","Asian",,,,,,,"Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","Black or African American","89.4%","11.3","52.3%","45.5%","11.4%","0%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","Black or African American","90.2%","17.2","70.5%","38.6%","4.5%","36.4%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","Hispanic or Latino","89.1%","18.6","77.1%","46.9%","12.6%","40%","Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","Hispanic or Latino","88.5%","12.2","57.1%","53.1%","14.3%","0%","Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","Multi-Race, Not Hispanic or Latino","85.5%","15.8","80%","70%","30%","0%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","Multi-Race, Not Hispanic or Latino","84.8%","27.2","80%","60%","30%","60%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","White","86.4%","23.7","72.2%","47.2%","16.7%","30.6%","Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","White","85.5%","15.4","61.1%","55.6%","19.4%","0%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","High Needs","88.7%","19.4","74.2%","46.3%","13.1%","39.3%","Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","High Needs","88%","12.7","57.2%","52.7%","15.6%","0%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","English Learners","89.5%","18","80.4%","50%","10.7%","37.5%","Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","English Learners","89%","11.8","57.9%","49.1%","10.5%","0%","Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","Low Income","87.9%","12.9","58.2%","53.4%","15.9%","0%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","Low Income","88.5%","19.8","75%","47.8%","13.4%","41.4%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","Students with Disabilities","87.7%","21.1","76.4%","52.8%","15.7%","39.3%","Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","Students with Disabilities","87.2%","13.4","58.3%","58.3%","17.9%","0%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","Female","89.1%","18.8","72.9%","45.9%","10.5%","37.6%","Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","Female","88.7%","12.1","58.3%","52.3%","13.6%","0%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810155","Mary M Walsh","School","Male","88.5%","19.8","77.4%","45.9%","14.3%","39.8%","Springfield - Mary M Walsh"
"2023","March","02810000","Springfield","02810155","Mary M Walsh","School","Male","87.6%","13","56.7%","53%","16.4%","0%","Springfield - Mary M Walsh"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","All Students","90.8%","15.5","68%","40.2%","7%","29.5%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","All Students","90.3%","10.2","51.6%","46.7%","7.9%","0%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","Asian","93.8%","11.1","42.9%","28.6%","0%","28.6%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","Asian","94%","6.6","42.9%","14.3%","0%","0%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","Black or African American","94.1%","10.2","40%","22.2%","2.2%","20%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","Black or African American","93.5%","6.9","26.7%","28.9%","4.4%","0%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","Hispanic or Latino","90.1%","16.5","72.9%","43.9%","8%","32.8%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","Hispanic or Latino","89.5%","11","56.3%","50.7%","9.2%","0%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","Multi-Race, Not Hispanic or Latino","91.8%","9","36.4%","36.4%","9.1%","0%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","Multi-Race, Not Hispanic or Latino","91.3%","15.7","70%","40%","10%","30%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","White","91.4%","9","50%","44.4%","2.8%","0%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","White","91.3%","14.6","64.9%","32.4%","5.4%","13.5%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","High Needs","90%","10.6","52.9%","48.5%","8.4%","0%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","High Needs","90.5%","16","69.8%","42.3%","7.8%","31%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","English Learners","90.8%","15.4","69.1%","47.3%","5.5%","27.3%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","English Learners","90.2%","10.2","50.9%","45.3%","5.7%","0%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","Low Income","89.9%","10.6","53%","48.1%","8.4%","0%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","Low Income","90.4%","16.1","70.3%","42.5%","8.1%","31.7%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","Students with Disabilities","90.6%","10.1","51.5%","42.4%","6.1%","0%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","Students with Disabilities","90.8%","15.6","69.4%","38.9%","6.9%","27.8%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","Female","90.2%","10.3","53.8%","47.2%","8.1%","0%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","Female","90.7%","15.8","70.5%","42%","7%","28.5%","Springfield - Mary O Pottenger"
"2023","March","02810000","Springfield","02810145","Mary O Pottenger","School","Male","90.4%","10.2","49.3%","45.9%","7.8%","0%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810145","Mary O Pottenger","School","Male","90.9%","15.2","65.6%","38.2%","7.1%","30.2%","Springfield - Mary O Pottenger"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","All Students","91%","15.4","67.6%","34.8%","6.4%","34.4%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","All Students","90.4%","10.2","44.5%","40.1%","9%","0%","Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","American Indian or Alaska Native",,,,,,,"Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","American Indian or Alaska Native",,,,,,,"Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","Asian",,,,,,,"Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","Asian",,,,,,,"Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","Black or African American","92%","13.3","59.5%","29.1%","6.3%","30.4%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","Black or African American","91.7%","8.7","35.5%","30.3%","6.6%","0%","Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","Hispanic or Latino","90.7%","15.9","70.1%","36.7%","6.3%","35.7%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","Hispanic or Latino","90.1%","10.6","47.5%","42.6%","9.9%","0%","Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","Multi-Race, Not Hispanic or Latino","93.2%","11.7","55%","20%","0%","25%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","Multi-Race, Not Hispanic or Latino","92.9%","7.5","26.3%","31.6%","0%","0%","Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","White","90%","16.5","65%","35%","15%","35%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","White","89.7%","10.7","40%","40%","10%","0%","Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","High Needs","91%","15.3","67.4%","34.5%","6.4%","34.7%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","High Needs","90.5%","10.1","43.7%","39.1%","8.9%","0%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","English Learners","90.3%","10.2","40.9%","38.2%","9.1%","0%","Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","English Learners","91%","15","66.7%","31.5%","6.3%","26.1%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","Low Income","90.5%","10.2","43.9%","39.5%","9%","0%","Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","Low Income","91%","15.4","67.6%","34.9%","6.5%","34.9%","Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","Students with Disabilities","91.1%","15.3","65.6%","35.7%","5.8%","33.8%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","Students with Disabilities","90.9%","9.7","41.8%","37.7%","5.5%","0%","Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","Female","91%","15.2","67.5%","36.5%","6.4%","36.1%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","Female","90.4%","10.2","44.8%","41.9%","8.9%","0%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810023","Milton Bradley School","School","Male","90.5%","10.2","44.3%","38.3%","9.1%","0%","Springfield - Milton Bradley School"
"2023","End of Year","02810000","Springfield","02810023","Milton Bradley School","School","Male","90.9%","15.5","67.7%","33.1%","6.3%","32.7%","Springfield - Milton Bradley School"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","All Students","87.5%","13.2","58.9%","56.4%","17.8%","0%","Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","All Students","87.5%","21","75.9%","56.4%","17.7%","64.1%","Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","American Indian or Alaska Native",,,,,,,"Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","American Indian or Alaska Native",,,,,,,"Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","Black or African American","88.1%","12.8","55.2%","52.2%","18.7%","0%","Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","Black or African American","88.3%","20.5","67.6%","52.9%","16.2%","55.9%","Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","Hispanic or Latino","87.3%","21.2","78.9%","57.1%","17.3%","67.2%","Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","Hispanic or Latino","87.5%","13.1","59.7%","57.3%","16.7%","0%","Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","Multi-Race, Not Hispanic or Latino","87.7%","19.6","64.3%","50%","28.6%","57.1%","Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","Multi-Race, Not Hispanic or Latino","85.6%","14.9","56.3%","56.3%","25%","0%","Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","White","85.4%","21.7","74.1%","63%","25.9%","59.3%","Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","White","85.2%","14.2","65.4%","61.5%","26.9%","0%","Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","High Needs","87.3%","21.3","76.8%","57%","18%","65.3%","Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","High Needs","87.3%","13.3","59.7%","57.1%","18.2%","0%","Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","English Learners","88.2%","12.3","54.2%","50%","17.8%","0%","Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","English Learners","88.5%","19.1","78.7%","51.6%","14.8%","63.9%","Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","Low Income","87.4%","13.3","59.8%","57.1%","18.1%","0%","Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","Low Income","87.3%","21.4","77.1%","57%","18%","65.3%","Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","Students with Disabilities","87.7%","19.8","74.2%","53.8%","17.2%","62.4%","Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","Students with Disabilities","87.3%","13","60.7%","60.1%","16.1%","0%","Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","Female","87.4%","21.4","76.6%","57.2%","18%","62.9%","Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","Female","87.5%","13.2","59.8%","56.5%","18.1%","0%","Springfield - Rebecca M Johnson"
"2023","End of Year","02810000","Springfield","02810055","Rebecca M Johnson","School","Male","87.6%","20.6","75.2%","55.7%","17.4%","65.1%","Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810055","Rebecca M Johnson","School","Male","87.6%","13.1","58.1%","56.2%","17.6%","0%","Springfield - Rebecca M Johnson"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","All Students","92.4%","8.3","31.1%","28%","6.6%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","All Students","92.8%","12.9","50.4%","24.2%","6%","28.8%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","American Indian or Alaska Native",,,,,,,"Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","American Indian or Alaska Native",,,,,,,"Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Asian","95.9%","4.5","17.1%","11.4%","0%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Asian","96.5%","6.3","22.9%","2.9%","0%","8.6%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Black or African American","94%","10.8","40.7%","18.1%","4.1%","23.1%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Black or African American","93.8%","6.7","21%","19.6%","5%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Hispanic or Latino","91.8%","8.9","34.1%","30.9%","7.3%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Hispanic or Latino","92.3%","13.7","54.4%","26.8%","6.7%","31.8%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Multi-Race, Not Hispanic or Latino","91.5%","9.3","40.9%","36.4%","4.5%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Multi-Race, Not Hispanic or Latino","93.1%","12.4","61.9%","23.8%","0%","28.6%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","White","93.4%","7.3","26.4%","21.7%","4.7%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","White","93.3%","11.9","40.6%","19.8%","5.7%","19.8%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","High Needs","91.9%","8.8","34%","30.6%","7.5%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","High Needs","92.4%","13.6","52.8%","26.6%","6.8%","31.1%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","English Learners","90.7%","10.1","36.6%","35.1%","8.2%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","English Learners","91.3%","15.2","57%","30.7%","9.6%","36%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Low Income","92.3%","13.7","53.2%","27%","6.9%","31.5%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Low Income","91.9%","8.9","34.6%","31.1%","7.5%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Students with Disabilities","91.5%","9.3","32.5%","29.6%","7.8%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Students with Disabilities","91.7%","14.7","57%","29%","6.3%","32.9%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Female","92.3%","13.7","52.9%","26.8%","6.9%","30.4%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Female","91.9%","8.8","33.2%","30.3%","7.5%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Male","92.9%","7.7","28.6%","25.2%","5.5%","0%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","End of Year","02810000","Springfield","02810620","Roger L. Putnam Vocational Technical Academy","School","Male","93.3%","11.9","47.4%","21%","4.8%","26.9%","Springfield - Roger L. Putnam Vocational Technical Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","All Students","94.3%","6.3","20.5%","15.4%","1.3%","0%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","All Students","94.6%","9.6","41.9%","13.5%","0.3%","14.9%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","American Indian or Alaska Native",,,,,,,"Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","American Indian or Alaska Native",,,,,,,"Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","Asian","96.9%","3.5","9.1%","0%","0%","0%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","Asian","96.1%","7","40%","10%","0%","20%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","Black or African American","95.8%","7.4","27.3%","4.5%","2.3%","6.8%","Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","Black or African American","95.9%","4.4","6.8%","6.8%","0%","0%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","Hispanic or Latino","94.3%","10.2","43.1%","15.3%","0%","16.8%","Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","Hispanic or Latino","93.9%","6.7","23.2%","17.2%","2%","0%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","Multi-Race, Not Hispanic or Latino","94.9%","9.2","40%","10%","0%","10%","Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","Multi-Race, Not Hispanic or Latino","94.3%","6.3","20%","10%","0%","0%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","White","94%","10.8","58.6%","17.2%","0%","13.8%","Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","White","93.3%","7.3","27.6%","24.1%","0%","0%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","High Needs","94.4%","10","43.7%","14.6%","0.4%","15.3%","Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","High Needs","94%","6.5","21.8%","17.2%","1.5%","0%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","English Learners","95.7%","7.5","29.2%","4.2%","0%","8.3%","Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","English Learners","95.6%","4.7","8.3%","4.2%","0%","0%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","Low Income","94.4%","10","43.9%","14.2%","0.4%","15.8%","Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","Low Income","94%","6.5","21.8%","17.1%","1.6%","0%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","Students with Disabilities","93.6%","11.3","54.9%","22.5%","0%","15.5%","Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","Students with Disabilities","93.3%","7.3","28.2%","22.5%","0%","0%","Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","Female","94.5%","6","17.6%","14.1%","2.1%","0%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","Female","94.9%","9","34.3%","12.9%","0.7%","12.1%","Springfield - STEM Middle Academy"
"2023","March","02810000","Springfield","02810350","STEM Middle Academy","School","Male","94%","6.6","23.1%","16.7%","0.6%","0%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810350","STEM Middle Academy","School","Male","94.3%","10.2","48.7%","14.1%","0%","17.3%","Springfield - STEM Middle Academy"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","All Students","91.9%","14","61%","29.1%","4.9%","33.6%","Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","All Students","91.1%","9.5","37.3%","34.1%","6.4%","0%","Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","American Indian or Alaska Native",,,,,,,"Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","American Indian or Alaska Native",,,,,,,"Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","Asian",,,,,,,"Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","Asian",,,,,,,"Springfield - Samuel Bowles"
