"SY","ATTEND_PERIOD","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","STU_GRP","ATTEND_RATE","CNT_AVG_ABS","PCT_ABS_10_DAYS","PCT_CHRON_ABS_10","PCT_CHRON_ABS_20","PCT_UNEXC_10_DAYS","DISTRICT_AND_SCHOOL"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","Black or African American","91.9%","13.4","60.5%","21.1%","7.9%","26.3%","Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","Black or African American","91.8%","8.7","24.3%","21.6%","5.4%","0%","Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","Hispanic or Latino","91.3%","15.4","67.5%","33.1%","5.3%","39.1%","Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","Hispanic or Latino","90.3%","10.4","43.3%","39.3%","8%","0%","Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","Native Hawaiian or Other Pacific Islander",,,,,,,"Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","Native Hawaiian or Other Pacific Islander",,,,,,,"Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","White","95.2%","8.4","28%","12%","0%","12%","Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","White","94.6%","6","16.7%","16.7%","0%","0%","Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","High Needs","90.8%","9.8","39.7%","36.3%","6.9%","0%","Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","High Needs","91.7%","14.4","62.3%","30.4%","5.3%","35.3%","Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","English Learners","89.7%","17.6","71.9%","43.8%","12.5%","50%","Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","English Learners","89.1%","11.6","50%","53.1%","15.6%","0%","Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","Low Income","91.8%","14.2","62%","30%","5%","34.5%","Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","Low Income","90.8%","9.8","40.1%","36.5%","6.6%","0%","Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","Students with Disabilities","89.7%","11.1","51%","46.9%","6.1%","0%","Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","Students with Disabilities","89.8%","17.4","66.7%","45.1%","9.8%","45.1%","Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","Female","91.7%","14.5","65.5%","31.9%","3.4%","37.9%","Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","Female","90.7%","10","40%","38.3%","6.1%","0%","Springfield - Samuel Bowles"
"2023","March","02810000","Springfield","02810020","Samuel Bowles","School","Male","91.6%","9","34.3%","29.5%","6.7%","0%","Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810020","Samuel Bowles","School","Male","92.1%","13.5","56.1%","26.2%","6.5%","29%","Springfield - Samuel Bowles"
"2023","End of Year","02810000","Springfield","02810355","South End Middle School","School","All Students","88.2%","20.2","77.2%","50.5%","14.7%","59.8%","Springfield - South End Middle School"
"2023","March","02810000","Springfield","02810355","South End Middle School","School","All Students","88.6%","12.2","53.6%","47.5%","17.1%","0%","Springfield - South End Middle School"
"2023","March","02810000","Springfield","02810355","South End Middle School","School","Black or African American","91.5%","9.1","38.5%","38.5%","5.1%","0%","Springfield - South End Middle School"
"2023","End of Year","02810000","Springfield","02810355","South End Middle School","School","Black or African American","90.2%","17.3","76.9%","38.5%","5.1%","59%","Springfield - South End Middle School"
"2023","End of Year","02810000","Springfield","02810355","South End Middle School","School","Hispanic or Latino","87.7%","21.1","76.1%","52.2%","16.4%","60.4%","Springfield - South End Middle School"
"2023","March","02810000","Springfield","02810355","South End Middle School","School","Hispanic or Latino","87.9%","13","57.1%","49.6%","19.5%","0%","Springfield - South End Middle School"
"2023","March","02810000","Springfield","02810355","South End Middle School","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - South End Middle School"
"2023","End of Year","02810000","Springfield","02810355","South End Middle School","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - South End Middle School"
"2023","End of Year","02810000","Springfield","02810355","South End Middle School","School","White","87.2%","23","100%","66.7%","16.7%","66.7%","Springfield - South End Middle School"
"2023","March","02810000","Springfield","02810355","South End Middle School","School","White","85.8%","15.7","66.7%","50%","33.3%","0%","Springfield - South End Middle School"
"2023","March","02810000","Springfield","02810355","South End Middle School","School","High Needs","88.5%","12.3","53.8%","47.4%","17.3%","0%","Springfield - South End Middle School"
"2023","End of Year","02810000","Springfield","02810355","South End Middle School","School","High Needs","88.2%","20.3","78%","50.3%","14.7%","59.9%","Springfield - South End Middle School"
"2023","March","02810000","Springfield","02810355","South End Middle School","School","English Learners","87.5%","13.4","70%","65%","20%","0%","Springfield - South End Middle School"
"2023","End of Year","02810000","Springfield","02810355","South End Middle School","School","English Learners","86.7%","22.4","85.7%","61.9%","14.3%","61.9%","Springfield - South End Middle School"
"2023","End of Year","02810000","Springfield","02810355","South End Middle School","School","Low Income","88.2%","20.3","78.3%","50.3%","14.3%","60.6%","Springfield - South End Middle School"
"2023","March","02810000","Springfield","02810355","South End Middle School","School","Low Income","88.5%","12.3","53.8%","47.4%","17%","0%","Springfield - South End Middle School"
"2023","March","02810000","Springfield","02810355","South End Middle School","School","Students with Disabilities","87.2%","14","62.2%","53.3%","17.8%","0%","Springfield - South End Middle School"
"2023","End of Year","02810000","Springfield","02810355","South End Middle School","School","Students with Disabilities","87.9%","21","80%","60%","15.6%","62.2%","Springfield - South End Middle School"
"2023","End of Year","02810000","Springfield","02810355","South End Middle School","School","Female","87.1%","22.3","83.5%","56%","16.5%","65.9%","Springfield - South End Middle School"
"2023","March","02810000","Springfield","02810355","South End Middle School","School","Female","87.7%","13.3","59.6%","50.6%","18%","0%","Springfield - South End Middle School"
"2023","End of Year","02810000","Springfield","02810355","South End Middle School","School","Male","89.3%","18.4","71.7%","44.6%","12%","54.3%","Springfield - South End Middle School"
"2023","March","02810000","Springfield","02810355","South End Middle School","School","Male","89.5%","11.2","47.8%","44.6%","16.3%","0%","Springfield - South End Middle School"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","All Students","90.5%","16.1","60.6%","35.6%","10.5%","39.9%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","All Students","90.1%","10.5","42.2%","39%","11.7%","0%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","American Indian or Alaska Native","92%","13.5","51.5%","27.3%","15.2%","36.4%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","American Indian or Alaska Native","92.4%","7.9","30.3%","33.3%","12.1%","0%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","Asian","94.1%","6.3","20.4%","18.1%","4.8%","0%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","Asian","94.5%","9.4","33.6%","14.8%","4.3%","15.7%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","Black or African American","91.6%","8.9","33.4%","30.3%","8.9%","0%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","Black or African American","91.9%","13.8","51.1%","27.7%","8.1%","34%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","Hispanic or Latino","89.5%","11.1","45.8%","42.5%","12.8%","0%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","Hispanic or Latino","89.9%","17.1","64.7%","38.9%","11.5%","43.2%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","Multi-Race, Not Hispanic or Latino","91%","15.1","59.5%","33%","10.3%","35%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","Multi-Race, Not Hispanic or Latino","90.4%","10.1","39.7%","36.5%","11.2%","0%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","Native Hawaiian or Other Pacific Islander","94.3%","5.4","14.3%","28.6%","0%","0%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","Native Hawaiian or Other Pacific Islander","94.3%","8.9","42.9%","28.6%","0%","28.6%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","White","91.4%","14.7","53.9%","30%","8.9%","32.1%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","White","90.9%","9.6","37.1%","34.3%","10.7%","0%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","High Needs","90.2%","16.6","62.3%","37.2%","11.3%","41.8%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","High Needs","89.8%","10.8","43.8%","40.7%","12.5%","0%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","English Learners","89.8%","10.6","42.6%","40.2%","12.3%","0%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","English Learners","90.4%","15.7","59.6%","36.6%","10.8%","39.8%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","Low Income","90.1%","16.8","62.8%","37.7%","11.4%","42.3%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","Low Income","89.7%","10.9","44.3%","41.1%","12.7%","0%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","Students with Disabilities","89.1%","18.5","65.1%","42.5%","14.3%","44.3%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","Students with Disabilities","88.7%","12","48.5%","45.9%","15.2%","0%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","Female","90.1%","10.5","42.4%","39.3%","11.8%","0%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","Female","90.5%","16.2","60.9%","35.8%","10.4%","40.1%","Springfield (District)"
"2023","March","02810000","Springfield","02810000","Springfield","District","Male","90.1%","10.5","42%","38.8%","11.7%","0%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810000","Springfield","District","Male","90.6%","16","60.4%","35.4%","10.6%","39.7%","Springfield (District)"
"2023","End of Year","02810000","Springfield","02810500","Springfield Central High","School","All Students","92.6%","12.6","48%","24.6%","5.7%","32.4%","Springfield - Springfield Central High"
"2023","March","02810000","Springfield","02810500","Springfield Central High","School","All Students","91.6%","8.9","35.3%","31.3%","8.1%","0%","Springfield - Springfield Central High"
"2023","End of Year","02810000","Springfield","02810500","Springfield Central High","School","American Indian or Alaska Native",,,,,,,"Springfield - Springfield Central High"
"2023","March","02810000","Springfield","02810500","Springfield Central High","School","American Indian or Alaska Native",,,,,,,"Springfield - Springfield Central High"
"2023","End of Year","02810000","Springfield","02810500","Springfield Central High","School","Asian","95.2%","8.3","23.4%","7.8%","4.7%","7.8%","Springfield - Springfield Central High"
"2023","March","02810000","Springfield","02810500","Springfield Central High","School","Asian","94.8%","5.7","16.1%","12.9%","8.1%","0%","Springfield - Springfield Central High"
"2023","End of Year","02810000","Springfield","02810500","Springfield Central High","School","Black or African American","93.6%","11","42%","19.1%","2.7%","28.2%","Springfield - Springfield Central High"
"2023","March","02810000","Springfield","02810500","Springfield Central High","School","Black or African American","92.8%","7.7","29.8%","24.5%","5.7%","0%","Springfield - Springfield Central High"
"2023","March","02810000","Springfield","02810500","Springfield Central High","School","Hispanic or Latino","91%","9.6","38.7%","35%","8.7%","0%","Springfield - Springfield Central High"
"2023","End of Year","02810000","Springfield","02810500","Springfield Central High","School","Hispanic or Latino","92.1%","13.3","50.8%","27.6%","6.7%","35.5%","Springfield - Springfield Central High"
"2023","March","02810000","Springfield","02810500","Springfield Central High","School","Multi-Race, Not Hispanic or Latino","91.5%","9.1","32.1%","28.3%","7.5%","0%","Springfield - Springfield Central High"
